trader_name,owner_name,license_number,latitude,longitude,inspection_status,instrument_type
Swift - Tillman Supermarket,Jasmine Schuppe,LMO/2026/10438,29.520321,76.864141,Passed,Electronic Counter Scale
Monahan Cartwright and Wisoky Flour Mill,Hailee Moore III,LMO/2026/10439,28.658850,77.292965,Pending,Platform Scale
Emmerich - Toy Kirana Store,Malachi Blick,LMO/2026/10440,29.741057,76.615182,Pending,Weighbridge
Turner Konopelski and Purdy Supermarket,Ms. Sarah Wolff,LMO/2026/10441,29.479817,77.438940,Pending,Electronic Counter Scale
Little Bauch-Swaniawski and Anderson-Bosco Hardware & Steel Depot,Vilma Ziemann,LMO/2026/10442,29.053652,77.195423,Failed,Automatic Gravimetric Filling Scale
Cummerata - Cartwright Dairy & Sweets,Anabel Ernser,LMO/2026/10443,29.577965,77.317161,Failed,Flow Meter
Gleason Williamson and Ebert Supermarket,Dr. Natalie Oberbrunner,LMO/2026/10444,28.995066,77.020765,Passed,Automatic Gravimetric Filling Scale
Hauck - Johns Pharma Labs,Dejon Effertz,LMO/2026/10445,29.355678,76.611172,Passed,Crane Scale
Auer Hirthe and Rosenbaum Cold Storage,Dejah Kemmer,LMO/2026/10446,28.616843,76.555988,Passed,Flow Meter
Mante Group Jewellers,Geoffrey Trantow,LMO/2026/10447,28.187161,77.292894,Pending,Weighbridge
Flatley - Conroy Kirana Store,Gideon Mraz,LMO/2026/10448,29.667046,76.835632,Pending,Crane Scale
Gleichner Murazik and Roberts Cold Storage,Aubrey Fisher,LMO/2026/10449,29.291622,77.432134,Passed,Weighbridge
Schultz Group Jewellers,Marta Abbott,LMO/2026/10450,29.084038,77.033461,Pending,Non-Automatic Weighing Instrument
Collins and Sons Pharma Labs,Weston Pagac,LMO/2026/10451,28.584608,76.913959,Failed,Fuel Dispenser
Little - Boyer Fertilizers & Agro Chemicals,Eriberto O'Keefe,LMO/2026/10452,28.454034,77.187075,Passed,Analytical Precision Balance
Moen LLC Pharma Labs,Scot Cassin,LMO/2026/10453,29.448751,76.612142,Passed,Non-Automatic Weighing Instrument
Yundt-Stracke and Sons Flour Mill,Shanon Schaefer,LMO/2026/10454,28.694188,76.946237,Failed,Automatic Gravimetric Filling Scale
Kerluke - Kuhn Pharma Labs,Dr. Jaylan Cummings,LMO/2026/10455,29.361735,77.456018,Failed,Automatic Gravimetric Filling Scale
Franey and Sons Pharma Labs,Layne Mohr,LMO/2026/10456,29.492639,76.381213,Passed,Analytical Precision Balance
D'Amore - O'Hara Fuel Station,Estevan Larson,LMO/2026/10457,28.750811,77.103152,Pending,Non-Automatic Weighing Instrument
Cole - Schaden Dairy & Sweets,Delta Bogisich,LMO/2026/10458,28.498345,77.095905,Pending,Crane Scale
Kilback Wuckert and Hartmann Pharma Labs,Rowena Halvorson,LMO/2026/10459,28.265259,77.145507,Pending,Analytical Precision Balance
Roberts - Frami Hardware & Steel Depot,Abbie Jacobs,LMO/2026/10460,28.199272,77.379059,Passed,Fuel Dispenser
Wilderman Inc Cold Storage,Ara Treutel,LMO/2026/10461,28.866912,76.804845,Passed,Crane Scale
Hamill Dooley and Crist General Trading Co,Florida Runte,LMO/2026/10462,29.352791,77.090253,Passed,Analytical Precision Balance
O'Conner - O'Connell Grain Market Depot,Kaleigh Ward,LMO/2026/10463,29.594789,76.868573,Passed,Platform Scale
Schaden Mraz and Emmerich Jewellers,Rosanna Hilpert III,LMO/2026/10464,29.044895,77.145179,Passed,Flow Meter
Nienow Pacocha and Block-Braun Logistics Hub,Dr. Elyse Trantow-Krajcik,LMO/2026/10465,29.339025,76.642724,Failed,Analytical Precision Balance
Keebler Group Fertilizers & Agro Chemicals,Ollie Lubowitz,LMO/2026/10466,28.245370,76.423555,Passed,Weighbridge
O'Keefe - Harvey Fuel Station,Marisa Jacobs,LMO/2026/10467,29.724745,77.342482,Failed,Electronic Counter Scale
Hettinger - Harber General Trading Co,Mr. Edgar Boyer,LMO/2026/10468,28.595801,76.676249,Passed,Weighbridge
Haag Kiehn and Wyman General Trading Co,Patti Cremin,LMO/2026/10469,29.389961,76.738936,Passed,Electronic Counter Scale
Herman - Emmerich Hardware & Steel Depot,Jedediah Jast,LMO/2026/10470,29.645679,77.186010,Pending,Platform Scale
Wisoky Doyle and O'Hara Jewellers,Cheyenne Powlowski,LMO/2026/10471,28.398513,77.420306,Pending,Non-Automatic Weighing Instrument
Koch LLC Cold Storage,Julius Witting,LMO/2026/10472,28.266447,76.896273,Failed,Crane Scale
Hartmann - Legros Logistics Hub,Miss Birdie Zulauf,LMO/2026/10473,29.668561,76.488118,Failed,Electronic Weighing Scale
Carter - D'Amore Cotton Ginning Mill,Vinnie Rath DVM,LMO/2026/10474,28.878327,76.592680,Pending,Analytical Precision Balance
Marvin Runolfsdottir and Ondricka Kirana Store,Meagan Torphy,LMO/2026/10475,29.396500,77.184658,Passed,Electronic Counter Scale
Mann LLC Hardware & Steel Depot,Franklin Corwin,LMO/2026/10476,29.718294,76.596835,Passed,Crane Scale
Hilpert Group Cotton Ginning Mill,Cordell Feil,LMO/2026/10477,29.652047,77.017151,Failed,Fuel Dispenser
Russel Miller and Jones Flour Mill,Meda Harber-Kautzer II,LMO/2026/10478,29.534143,77.397617,Pending,Electronic Counter Scale
Schmitt Lebsack-Koss and Wolf Grain Market Depot,Lavina Farrell,LMO/2026/10479,28.550572,76.490156,Pending,Platform Scale
Watsica Inc Fuel Station,Colton Nolan,LMO/2026/10480,28.760418,76.493669,Passed,Platform Scale
Stracke - Bergstrom Pharma Labs,Derrick Murphy,LMO/2026/10481,29.020988,76.406560,Passed,Weighbridge
Kohler - Howell Cotton Ginning Mill,Hugh Schuppe,LMO/2026/10482,29.027748,77.401347,Failed,Weighbridge
Veum Boehm and Padberg Grain Market Depot,Corene Kunze I,LMO/2026/10483,29.156669,76.619930,Passed,Platform Scale
Treutel - Collins Hardware & Steel Depot,Maybell Wolff,LMO/2026/10484,29.068411,77.276924,Passed,Flow Meter
Stokes LLC Kirana Store,Vanessa Dooley,LMO/2026/10485,28.892811,76.852805,Passed,Electronic Counter Scale
Jast - Murray Flour Mill,Judah Waters,LMO/2026/10486,28.700208,77.452485,Pending,Analytical Precision Balance
Flatley and Sons Logistics Hub,Jeff Spencer,LMO/2026/10487,29.667612,77.292138,Passed,Weighbridge
Nitzsche McGlynn and Cruickshank Dairy & Sweets,Demarco Klocko Jr.,LMO/2026/10488,29.453276,77.100806,Passed,Electronic Weighing Scale
O'Connell LLC Flour Mill,Dr. Trever Shanahan,LMO/2026/10489,29.572426,77.120748,Passed,Automatic Gravimetric Filling Scale
Hudson - Berge Dairy & Sweets,Doyle Schaden,LMO/2026/10490,28.668357,77.147222,Failed,Crane Scale
Strosin Armstrong and Kuhic Kirana Store,Quinten Walker,LMO/2026/10491,29.287455,77.250794,Pending,Electronic Weighing Scale
Denesik LLC Jewellers,Tania Stokes,LMO/2026/10492,29.602040,77.089740,Passed,Electronic Weighing Scale
Ledner Nader and Lynch Jewellers,Fredrick Gutmann,LMO/2026/10493,29.535240,76.435924,Passed,Crane Scale
Beahan - Jakubowski General Trading Co,Anais Leffler,LMO/2026/10494,28.234684,76.433242,Passed,Platform Scale
Klocko Inc General Trading Co,Soledad Pollich,LMO/2026/10495,28.254847,77.218588,Passed,Analytical Precision Balance
Carroll Group Hardware & Steel Depot,Ubaldo Rodriguez,LMO/2026/10496,28.162442,76.865294,Failed,Automatic Gravimetric Filling Scale
Rempel and Sons Cotton Ginning Mill,Flavie Glover,LMO/2026/10497,29.377793,76.504797,Pending,Electronic Weighing Scale
Stokes Group Cold Storage,Miss Yoshiko Dach,LMO/2026/10498,28.212339,76.636527,Pending,Platform Scale
Murphy and Sons Dairy & Sweets,Robbie Leuschke,LMO/2026/10499,28.181536,77.259854,Failed,Electronic Weighing Scale
Rohan Inc Supermarket,Sherwood Mertz,LMO/2026/10500,28.895116,77.443879,Pending,Fuel Dispenser
Rau Hammes and Schroeder Supermarket,Clemens Medhurst,LMO/2026/10501,28.872236,77.307662,Passed,Fuel Dispenser
Schultz LLC Cold Storage,Mr. Sonny Jacobson,LMO/2026/10502,29.699212,77.235955,Pending,Electronic Weighing Scale
Stokes - Turcotte Fuel Station,Don Bode,LMO/2026/10503,29.339553,76.800565,Passed,Electronic Weighing Scale
Lockman Inc Dairy & Sweets,Sydney Spinka V,LMO/2026/10504,29.235334,77.199374,Failed,Crane Scale
Stiedemann Kirlin and Goldner Dairy & Sweets,Damion Farrell,LMO/2026/10505,28.381222,77.197194,Failed,Non-Automatic Weighing Instrument
Kemmer and Sons Cold Storage,Elwin Spinka,LMO/2026/10506,29.413143,76.793241,Pending,Crane Scale
Herman - Predovic Dairy & Sweets,Hattie Kunze,LMO/2026/10507,28.180148,76.892593,Passed,Fuel Dispenser
Walter - Gutmann-Kessler Fuel Station,Serenity Hyatt,LMO/2026/10508,28.888593,76.520419,Passed,Electronic Weighing Scale
Fay Group Kirana Store,Bennie Kuvalis,LMO/2026/10509,29.054179,76.597311,Passed,Fuel Dispenser
Terry - McClure Kirana Store,Mr. Amani Gerlach,LMO/2026/10510,29.550971,76.378945,Passed,Analytical Precision Balance
Schaden - Towne Jewellers,Mrs. Queen Mayert,LMO/2026/10511,29.650717,76.930565,Pending,Crane Scale
Prosacco LLC Logistics Hub,Elvira Rodriguez,LMO/2026/10512,28.841073,76.902564,Failed,Crane Scale
Spencer - Fahey Jewellers,Claudine Kuhic-Rolfson DDS,LMO/2026/10513,28.885252,76.774946,Passed,Electronic Counter Scale
Kautzer Marquardt and Beer Dairy & Sweets,Ms. Haven Haag,LMO/2026/10514,28.631886,77.340938,Passed,Electronic Weighing Scale
Upton and Sons Kirana Store,Dr. Elenora Hodkiewicz,LMO/2026/10515,28.989168,76.726769,Pending,Crane Scale
Jacobs - Smith Hardware & Steel Depot,Barney Wunsch,LMO/2026/10516,28.198566,76.527294,Passed,Electronic Weighing Scale
Rohan LLC Fertilizers & Agro Chemicals,Cale Abshire,LMO/2026/10517,28.497835,76.721655,Passed,Analytical Precision Balance
Bergnaum Graham and Hilll Fertilizers & Agro Chemicals,Wilbert Stiedemann,LMO/2026/10518,28.667832,76.504454,Pending,Platform Scale
Wiza Group Flour Mill,Clotilde Roberts,LMO/2026/10519,29.286854,77.442121,Passed,Fuel Dispenser
Beier Inc Cotton Ginning Mill,Florian Lang III,LMO/2026/10520,29.201759,76.389926,Pending,Crane Scale
Skiles-Lakin Inc Supermarket,Marcelino Klocko,LMO/2026/10521,29.604973,77.267496,Pending,Electronic Counter Scale
Blick LLC Fertilizers & Agro Chemicals,Joy Prohaska,LMO/2026/10522,29.030433,77.186396,Failed,Weighbridge
Runolfsson Koss and Turcotte-Heidenreich Grain Market Depot,Cullen Ryan,LMO/2026/10523,28.952689,76.957285,Passed,Flow Meter
McCullough Harber and Schroeder Dairy & Sweets,Miss Edwina Rolfson,LMO/2026/10524,28.233044,77.491638,Failed,Automatic Gravimetric Filling Scale
Christiansen and Sons Fertilizers & Agro Chemicals,Moriah Luettgen-Howell IV,LMO/2026/10525,28.601631,76.794986,Pending,Electronic Counter Scale
Langworth Donnelly and Kertzmann General Trading Co,Reginald Larson,LMO/2026/10526,28.839843,76.709591,Passed,Non-Automatic Weighing Instrument
Treutel Gibson and Koss Kirana Store,Grant Prosacco-Farrell II,LMO/2026/10527,28.874459,77.377710,Passed,Non-Automatic Weighing Instrument
Jacobs and Sons Pharma Labs,Maximus Runte,LMO/2026/10528,29.169082,77.040099,Passed,Crane Scale
Kessler Fadel and Koch Supermarket,Mandy Bartoletti-Powlowski PhD,LMO/2026/10529,28.778631,77.294128,Passed,Platform Scale
Abbott LLC Cotton Ginning Mill,Mr. Howard Williamson,LMO/2026/10530,28.593603,77.050861,Pending,Electronic Counter Scale
Crona - Muller Kirana Store,Romaine Heidenreich,LMO/2026/10531,28.552953,76.467365,Pending,Analytical Precision Balance
Carter Inc Hardware & Steel Depot,Cedrick Stamm,LMO/2026/10532,29.242565,76.360552,Pending,Platform Scale
Braun - Cummings Cotton Ginning Mill,Hayden Runolfsdottir,LMO/2026/10533,29.210418,76.720574,Passed,Fuel Dispenser
Beier - Corkery Kirana Store,Sherman Walker,LMO/2026/10534,29.322719,76.380245,Passed,Flow Meter
Frami - Hilll Logistics Hub,Fritz Muller,LMO/2026/10535,29.479246,76.369507,Passed,Fuel Dispenser
Cormier - Feest Cold Storage,Candelario Emard,LMO/2026/10536,28.929757,77.364330,Passed,Weighbridge
Medhurst-Larson - Wehner Grain Market Depot,Edmund Nienow,LMO/2026/10537,28.509474,77.401654,Failed,Analytical Precision Balance
Kunde - Ortiz Fertilizers & Agro Chemicals,Mr. Calvin Dickinson,LMO/2026/10538,29.378993,76.821529,Pending,Flow Meter
Wyman Runolfsson and Pagac Grain Market Depot,Lenny Hartmann,LMO/2026/10539,29.509492,77.214604,Passed,Electronic Weighing Scale
Mohr Morar and Schimmel Cold Storage,Zoey Roberts PhD,LMO/2026/10540,29.589466,76.442457,Passed,Weighbridge
Russel - Nikolaus Logistics Hub,Kaylee Fay MD,LMO/2026/10541,28.873088,77.340064,Pending,Crane Scale
Cole Inc Pharma Labs,Karianne Zieme,LMO/2026/10542,28.530880,76.361895,Passed,Non-Automatic Weighing Instrument
Weimann Wuckert and Thiel Logistics Hub,Mr. Evans Langosh Jr.,LMO/2026/10543,28.275570,76.777994,Passed,Electronic Counter Scale
Walker Inc Cold Storage,Mrs. Lera Sipes,LMO/2026/10544,29.655155,77.199942,Passed,Automatic Gravimetric Filling Scale
Runolfsson LLC Flour Mill,Nat McDermott,LMO/2026/10545,29.122933,76.945757,Failed,Automatic Gravimetric Filling Scale
Quigley - Marquardt Hardware & Steel Depot,Shyann Johnson,LMO/2026/10546,29.221948,77.477867,Passed,Electronic Weighing Scale
Lebsack Hills and Jones Dairy & Sweets,Alejandrin Nader,LMO/2026/10547,29.006067,77.054832,Pending,Analytical Precision Balance
Krajcik - Grimes Fertilizers & Agro Chemicals,Miss Trisha Rempel,LMO/2026/10548,29.622149,76.517235,Pending,Non-Automatic Weighing Instrument
Zulauf and Sons Kirana Store,Miss Carolyn Kohler,LMO/2026/10549,29.325957,77.464887,Pending,Automatic Gravimetric Filling Scale
Armstrong Group Hardware & Steel Depot,Luisa Brown,LMO/2026/10550,28.778421,77.113697,Pending,Fuel Dispenser
Quitzon LLC Cold Storage,Mr. Levi Beier,LMO/2026/10551,29.682639,76.645147,Passed,Flow Meter
Hagenes - Fahey Jewellers,Hattie Johnson,LMO/2026/10552,29.229236,76.675748,Passed,Platform Scale
Sporer Group Fertilizers & Agro Chemicals,Amanda Wolff,LMO/2026/10553,28.630188,76.353125,Pending,Electronic Counter Scale
Homenick Inc Fuel Station,Jerrold Willms,LMO/2026/10554,29.052566,77.270888,Pending,Analytical Precision Balance
Streich Group Pharma Labs,Amari Homenick,LMO/2026/10555,29.705572,77.261254,Passed,Automatic Gravimetric Filling Scale
Schowalter - Fadel Grain Market Depot,Dorothy Marvin,LMO/2026/10556,29.199640,76.591514,Passed,Electronic Weighing Scale
West Kuphal and Hayes General Trading Co,Ricky Connelly-Jerde Sr.,LMO/2026/10557,29.279540,77.252949,Passed,Electronic Weighing Scale
Franecki - Watsica-Greenholt Kirana Store,Miles Donnelly,LMO/2026/10558,29.675855,77.491763,Pending,Crane Scale
Bosco Kling and Lueilwitz Fertilizers & Agro Chemicals,Genevieve Robel,LMO/2026/10559,28.735656,77.121071,Passed,Platform Scale
Rowe Inc Pharma Labs,Aniyah Hackett-Halvorson,LMO/2026/10560,28.473023,77.196770,Pending,Electronic Weighing Scale
Greenfelder and Sons Supermarket,Dr. Tyshawn Altenwerth,LMO/2026/10561,28.633410,77.310056,Pending,Analytical Precision Balance
Schowalter - Dicki Dairy & Sweets,Henry Feil,LMO/2026/10562,28.609702,76.399660,Pending,Electronic Counter Scale
Reilly Inc General Trading Co,Mr. Cleveland Fadel,LMO/2026/10563,28.873135,77.008552,Pending,Fuel Dispenser
Jones Kihn and Osinski Grain Market Depot,Arlene Mante,LMO/2026/10564,29.527843,77.355892,Pending,Non-Automatic Weighing Instrument
Gusikowski Group Cotton Ginning Mill,Omar Hudson,LMO/2026/10565,28.671595,76.663374,Passed,Electronic Weighing Scale
Purdy - Rosenbaum Jewellers,Mrs. Haleigh Ortiz,LMO/2026/10566,28.775352,76.488977,Passed,Fuel Dispenser
Mayert - Braun Dairy & Sweets,Dallas Blick,LMO/2026/10567,28.934124,77.457483,Pending,Fuel Dispenser
Auer-Jakubowski Group Fuel Station,Lester Hauck,LMO/2026/10568,29.411117,77.254125,Passed,Non-Automatic Weighing Instrument
Gerhold Wisoky and Nader Logistics Hub,Brad Wiza,LMO/2026/10569,28.245558,76.846710,Passed,Electronic Counter Scale
Heaney Rempel and Parker Hardware & Steel Depot,Clifford Hills,LMO/2026/10570,28.411752,77.001690,Passed,Fuel Dispenser
Hilpert - Gerlach Pharma Labs,Wava Wehner,LMO/2026/10571,29.373907,76.799815,Passed,Analytical Precision Balance
McLaughlin Koepp and Mueller Flour Mill,Eugene Mann,LMO/2026/10572,28.492972,76.560712,Passed,Weighbridge
Farrell Group Supermarket,Bridgette Trantow,LMO/2026/10573,28.489723,76.856392,Passed,Flow Meter
Johnson Inc Flour Mill,Monroe Renner,LMO/2026/10574,29.580311,76.466681,Passed,Weighbridge
Stracke Group Jewellers,Mozelle Beer,LMO/2026/10575,28.372461,77.087337,Passed,Non-Automatic Weighing Instrument
Quigley - Huel Grain Market Depot,Mellie Stark,LMO/2026/10576,28.231136,77.106613,Passed,Analytical Precision Balance
Grady and Sons Logistics Hub,Willie Willms,LMO/2026/10577,29.666441,77.198229,Pending,Crane Scale
Kohler - Kuvalis Cotton Ginning Mill,Lavada Bode,LMO/2026/10578,29.700094,76.461262,Passed,Crane Scale
Pouros - Brown Cotton Ginning Mill,Akeem Walter,LMO/2026/10579,29.189916,76.511264,Pending,Platform Scale
Ebert Inc Pharma Labs,Michel Lynch,LMO/2026/10580,28.157325,77.334433,Passed,Fuel Dispenser
Hegmann - Turcotte Logistics Hub,Burnice Legros,LMO/2026/10581,28.343245,77.015923,Passed,Analytical Precision Balance
Hintz-Okuneva - Marvin-Ruecker Logistics Hub,Vito Altenwerth,LMO/2026/10582,28.561482,76.852092,Passed,Non-Automatic Weighing Instrument
Hartmann LLC Pharma Labs,Jadon Smith DDS,LMO/2026/10583,28.600912,77.158147,Pending,Flow Meter
Welch Cruickshank and Larson Pharma Labs,Mr. Khalid Frami,LMO/2026/10584,29.580925,77.446951,Passed,Weighbridge
Hilll - Hauck Kirana Store,Iris Kirlin,LMO/2026/10585,29.218586,76.699859,Pending,Automatic Gravimetric Filling Scale
Cassin - Kozey Hardware & Steel Depot,Bob Spencer DVM,LMO/2026/10586,29.191935,76.664069,Pending,Fuel Dispenser
Kohler D'Amore and Fisher Grain Market Depot,Harriet Gutkowski,LMO/2026/10587,29.687505,77.072452,Failed,Electronic Counter Scale
Reichel - Rath Kirana Store,Jarod Brakus,LMO/2026/10588,28.343081,77.126346,Pending,Crane Scale
Champlin and Sons Jewellers,Preston Herzog,LMO/2026/10589,28.751792,76.468590,Pending,Electronic Counter Scale
Ernser - Kovacek Cold Storage,Louie Dach V,LMO/2026/10590,29.203425,77.475054,Failed,Analytical Precision Balance
Maggio - Braun Pharma Labs,Jayda Reilly,LMO/2026/10591,28.388662,77.167638,Pending,Electronic Weighing Scale
Mertz Group Cold Storage,Rosalie Crooks,LMO/2026/10592,29.556923,76.410942,Passed,Platform Scale
Renner Inc Dairy & Sweets,Ernestina Haag,LMO/2026/10593,29.621316,77.447520,Pending,Fuel Dispenser
Pagac Stamm and Hoppe Logistics Hub,Emery Lakin,LMO/2026/10594,28.430171,77.293283,Passed,Electronic Weighing Scale
Stark - Koelpin General Trading Co,Shaniya Hettinger,LMO/2026/10595,29.056474,77.339989,Pending,Analytical Precision Balance
Buckridge Jenkins and Flatley Flour Mill,Mr. Triston Kuhn,LMO/2026/10596,29.406730,76.730740,Failed,Analytical Precision Balance
Rowe Frami and Roob Hardware & Steel Depot,Kathryne Casper-Heidenreich IV,LMO/2026/10597,29.125986,77.368930,Failed,Fuel Dispenser
O'Reilly Inc Supermarket,Dr. Elinore Roob DVM,LMO/2026/10598,29.641602,76.425533,Pending,Flow Meter
Rau - Johnston Fertilizers & Agro Chemicals,Ambrose Parker MD,LMO/2026/10599,29.691596,76.700137,Passed,Electronic Counter Scale
Jenkins and Sons Flour Mill,Katrina Bradtke,LMO/2026/10600,28.334101,77.148804,Passed,Automatic Gravimetric Filling Scale
Herman - Labadie Grain Market Depot,Ralph Skiles,LMO/2026/10601,28.844153,76.591687,Pending,Weighbridge
Harris and Sons Cold Storage,Isai Wilderman,LMO/2026/10602,28.202286,76.391166,Passed,Crane Scale
Willms - Hyatt Hardware & Steel Depot,Dr. Misty Lang PhD,LMO/2026/10603,28.616047,76.690419,Pending,Weighbridge
Daniel Bruen and Predovic Pharma Labs,Mr. Chandler Blick,LMO/2026/10604,28.244283,76.788514,Passed,Flow Meter
Lindgren Rogahn and O'Connell Supermarket,Jena Ledner,LMO/2026/10605,28.917726,76.369761,Passed,Fuel Dispenser
Hahn and Sons Dairy & Sweets,Dr. Tamia Waelchi,LMO/2026/10606,28.175737,77.397779,Passed,Platform Scale
Abernathy - Christiansen Cotton Ginning Mill,Citlalli Gutkowski,LMO/2026/10607,29.207934,77.018552,Passed,Electronic Weighing Scale
Walsh - Sporer-Harvey Cold Storage,Lilyan Leffler,LMO/2026/10608,29.634603,77.343091,Failed,Crane Scale
Zemlak Volkman and Boyer Fertilizers & Agro Chemicals,Phoebe Johnson,LMO/2026/10609,29.334624,76.621117,Passed,Platform Scale
Rohan - Heaney Jewellers,Mohammed Strosin,LMO/2026/10610,29.727042,77.094755,Passed,Electronic Weighing Scale
Blick-Hackett Wilkinson and Batz Cotton Ginning Mill,Joaquin McCullough,LMO/2026/10611,28.799646,77.401288,Pending,Weighbridge
Nolan and Sons Kirana Store,Myrtis Ryan II,LMO/2026/10612,28.278710,76.376499,Passed,Platform Scale
Shanahan Group Jewellers,Elva Pollich,LMO/2026/10613,28.366837,77.394171,Pending,Fuel Dispenser
Cremin Christiansen and Block Logistics Hub,Harley Emmerich-Hirthe,LMO/2026/10614,29.632926,76.954128,Passed,Platform Scale
O'Hara and Sons Cotton Ginning Mill,Ashlee Ratke,LMO/2026/10615,28.467441,77.160516,Failed,Weighbridge
Murazik - Haley Supermarket,Keyshawn Treutel-Kiehn,LMO/2026/10616,29.276961,76.418106,Pending,Analytical Precision Balance
Stehr - Cartwright General Trading Co,Mr. Marquise Leffler DDS,LMO/2026/10617,28.731741,77.031131,Pending,Non-Automatic Weighing Instrument
Wisoky Russel and Pagac Supermarket,Elaine Bauch,LMO/2026/10618,29.291638,76.437783,Pending,Non-Automatic Weighing Instrument
Herzog LLC Fuel Station,Fletcher Padberg,LMO/2026/10619,28.613436,76.471956,Passed,Electronic Weighing Scale
Krajcik - Predovic Supermarket,Raymond Wisoky III,LMO/2026/10620,29.238782,76.708864,Failed,Platform Scale
Metz Inc Grain Market Depot,Benny Leannon,LMO/2026/10621,29.394555,77.459859,Passed,Crane Scale
Pagac - Hoeger Cotton Ginning Mill,Sheldon Rosenbaum,LMO/2026/10622,29.116343,77.442458,Passed,Electronic Counter Scale
Weissnat Hagenes and Heaney General Trading Co,Hilton Hauck MD,LMO/2026/10623,29.004682,76.552788,Pending,Flow Meter
Abernathy LLC Jewellers,Margarete Ankunding,LMO/2026/10624,29.418509,76.670644,Passed,Fuel Dispenser
Bahringer Kulas and VonRueden General Trading Co,Skylar Parker,LMO/2026/10625,29.057301,76.634593,Passed,Electronic Weighing Scale
Klein Hoeger and King Jewellers,Sergio Von,LMO/2026/10626,28.495376,77.398819,Failed,Analytical Precision Balance
Lynch Kerluke and Kshlerin Grain Market Depot,Anastacio Mitchell,LMO/2026/10627,28.773319,76.526602,Failed,Platform Scale
Walker - Dickinson Jewellers,Joesph Bins,LMO/2026/10628,29.107960,76.663322,Passed,Weighbridge
Hudson LLC Grain Market Depot,Bertram Prosacco,LMO/2026/10629,28.992827,76.589577,Failed,Fuel Dispenser
Frami Greenholt and Keeling Hardware & Steel Depot,Bo Windler,LMO/2026/10630,29.260029,77.164317,Passed,Flow Meter
Bauch-Farrell Group Logistics Hub,Alexane Little,LMO/2026/10631,28.893360,76.521893,Failed,Electronic Counter Scale
Conn - Wehner Cold Storage,Stacey Bode,LMO/2026/10632,28.743951,76.618806,Failed,Platform Scale
Hahn - Okuneva Cold Storage,Hadley Greenholt,LMO/2026/10633,29.526262,76.509231,Passed,Weighbridge
Schuppe Inc Grain Market Depot,Henderson Hirthe,LMO/2026/10634,28.676105,77.412286,Passed,Platform Scale
Cole - Kshlerin Grain Market Depot,Alyce Dare,LMO/2026/10635,29.383961,77.386274,Failed,Platform Scale
McLaughlin Schmitt and Gutmann Hardware & Steel Depot,Miss Celine Weissnat-Monahan,LMO/2026/10636,29.101976,76.876522,Passed,Weighbridge
Hayes Koepp-Toy and Moore Logistics Hub,Georgiana Wisoky,LMO/2026/10637,28.435538,77.031102,Passed,Electronic Weighing Scale
Hodkiewicz and Sons Hardware & Steel Depot,Susana Considine,LMO/2026/10638,29.220693,77.270683,Failed,Automatic Gravimetric Filling Scale
Bernhard Hoppe and Deckow Kirana Store,Annabel Schinner,LMO/2026/10639,28.748885,77.330289,Failed,Platform Scale
Goldner Herzog and Abbott Kirana Store,Antwon Konopelski,LMO/2026/10640,28.427933,76.842204,Passed,Weighbridge
Harvey - Steuber Cotton Ginning Mill,Devan Kirlin,LMO/2026/10641,29.688331,77.082434,Passed,Analytical Precision Balance
Bosco and Sons Cold Storage,Mason Dibbert,LMO/2026/10642,29.153363,76.700188,Pending,Non-Automatic Weighing Instrument
Olson LLC Hardware & Steel Depot,Vallie Bosco,LMO/2026/10643,28.164785,76.727418,Passed,Crane Scale
Bogan Inc Dairy & Sweets,Cristina Rodriguez,LMO/2026/10644,28.918518,76.566406,Pending,Automatic Gravimetric Filling Scale
Schaefer Schoen-Kuhlman and Lebsack Cold Storage,Milo Rippin Jr.,LMO/2026/10645,29.013424,76.957461,Pending,Fuel Dispenser
Walsh Inc Fertilizers & Agro Chemicals,Petra Brakus,LMO/2026/10646,29.190802,77.116454,Failed,Analytical Precision Balance
Wisozk Group Hardware & Steel Depot,Felix Rohan,LMO/2026/10647,28.774120,77.371623,Passed,Crane Scale
Kassulke Inc Fertilizers & Agro Chemicals,Lonie Tromp II,LMO/2026/10648,29.146960,76.359869,Passed,Platform Scale
Wiegand O'Conner and Zulauf Kirana Store,Garfield Miller,LMO/2026/10649,28.412643,77.444439,Passed,Electronic Weighing Scale
Wolf Group Supermarket,Oliver Weimann,LMO/2026/10650,28.717698,77.452887,Passed,Crane Scale
Cassin - Ziemann Fuel Station,Erwin Heller,LMO/2026/10651,29.672317,77.123449,Passed,Flow Meter
Carroll Inc Pharma Labs,Mr. Demarco Schumm,LMO/2026/10652,28.509062,76.379766,Passed,Fuel Dispenser
O'Conner and Sons Fertilizers & Agro Chemicals,Edwardo Macejkovic,LMO/2026/10653,28.508317,77.262382,Failed,Flow Meter
Mertz-Kub Steuber and Feil Fertilizers & Agro Chemicals,Larry Zboncak,LMO/2026/10654,29.592473,77.166201,Passed,Electronic Weighing Scale
Boehm Feil and Dibbert Dairy & Sweets,Ellie Reichert,LMO/2026/10655,29.568789,76.527693,Passed,Crane Scale
Thiel - Kemmer Grain Market Depot,Dr. Alfredo Price,LMO/2026/10656,28.741337,77.303543,Passed,Weighbridge
Heller - Homenick Pharma Labs,Citlalli Bernier,LMO/2026/10657,29.462670,76.499099,Passed,Non-Automatic Weighing Instrument
